noun,concreteness,adjective,denotation,phrase,frequency_dep,frequency_seq
euro,concrete,counterfeit,privative,counterfeit euro,0.0,0.0
euro,concrete,fabricated,privative,fabricated euro,0.0,0.0
euro,concrete,fake,privative,fake euro,0.0,0.0
euro,concrete,false,privative,false euro,0.0,0.0
euro,concrete,fictional,privative,fictional euro,0.0,0.0
euro,concrete,fictitious,privative,fictitious euro,0.0,0.0
euro,concrete,former,privative,former euro,0.0,0.0
euro,concrete,hypothetical,privative,hypothetical euro,0.0,0.0
euro,concrete,imaginary,privative,imaginary euro,0.0,0.0
euro,concrete,mock,privative,mock euro,0.0,0.0
euro,concrete,mythical,privative,mythical euro,0.0,0.0
euro,concrete,past,privative,past euro,0.0,0.0
euro,concrete,phony,privative,phony euro,0.0,0.0
euro,concrete,spurious,privative,spurious euro,0.0,0.0
euro,concrete,virtual,privative,virtual euro,0.0,0.0
coal,concrete,actual,subsective,actual coal,0.0,0.0
coal,concrete,authentic,subsective,authentic coal,0.0,0.0
coal,concrete,average,subsective,average coal,0.0,0.0
coal,concrete,bad,subsective,bad coal,0.0,0.0
coal,concrete,current,subsective,current coal,0.0,0.0
coal,concrete,genuine,subsective,genuine coal,0.0,0.0
coal,concrete,good,subsective,good coal,0.0,0.0
coal,concrete,important,subsective,important coal,0.0,0.0
coal,concrete,new,subsective,new coal,0.0,0.0
coal,concrete,old,subsective,old coal,0.0,0.0
coal,concrete,perfect,subsective,perfect coal,0.0,0.0
coal,concrete,real,subsective,real coal,0.0,0.0
coal,concrete,special,subsective,special coal,0.0,0.0
coal,concrete,true,subsective,true coal,0.0,0.0
coal,concrete,typical,subsective,typical coal,0.0,0.0
coal,concrete,unique,subsective,unique coal,0.0,0.0
coal,concrete,artificial,privative,artificial coal,0.0,0.0
coal,concrete,counterfeit,privative,counterfeit coal,0.0,0.0
coal,concrete,fabricated,privative,fabricated coal,0.0,0.0
coal,concrete,fake,privative,fake coal,0.0,0.0
coal,concrete,false,privative,false coal,0.0,0.0
coal,concrete,fictional,privative,fictional coal,0.0,0.0
coal,concrete,fictitious,privative,fictitious coal,0.0,0.0
coal,concrete,former,privative,former coal,0.0,0.0
coal,concrete,hypothetical,privative,hypothetical coal,0.0,0.0
coal,concrete,imaginary,privative,imaginary coal,0.0,0.0
coal,concrete,mock,privative,mock coal,0.0,0.0
coal,concrete,mythical,privative,mythical coal,0.0,0.0
coal,concrete,past,privative,past coal,0.0,0.0
coal,concrete,phony,privative,phony coal,0.0,0.0
coal,concrete,spurious,privative,spurious coal,0.0,0.0
coal,concrete,virtual,privative,virtual coal,0.0,0.0
bran,concrete,actual,subsective,actual bran,0.0,0.0
bran,concrete,authentic,subsective,authentic bran,0.0,0.0
bran,concrete,average,subsective,average bran,0.0,0.0
bran,concrete,bad,subsective,bad bran,0.0,0.0
bran,concrete,current,subsective,current bran,0.0,0.0
bran,concrete,genuine,subsective,genuine bran,0.0,0.0
bran,concrete,good,subsective,good bran,0.0,0.0
bran,concrete,important,subsective,important bran,0.0,0.0
bran,concrete,new,subsective,new bran,0.0,0.0
bran,concrete,old,subsective,old bran,0.0,0.0
bran,concrete,perfect,subsective,perfect bran,0.0,0.0
bran,concrete,real,subsective,real bran,0.0,0.0
bran,concrete,special,subsective,special bran,0.0,0.0
bran,concrete,true,subsective,true bran,0.0,0.0
bran,concrete,typical,subsective,typical bran,0.0,0.0
bran,concrete,unique,subsective,unique bran,0.0,0.0
bran,concrete,artificial,privative,artificial bran,0.0,0.0
bran,concrete,counterfeit,privative,counterfeit bran,0.0,0.0
bran,concrete,fabricated,privative,fabricated bran,0.0,0.0
bran,concrete,fake,privative,fake bran,0.0,0.0
bran,concrete,false,privative,false bran,0.0,0.0
bran,concrete,fictional,privative,fictional bran,0.0,0.0
bran,concrete,fictitious,privative,fictitious bran,0.0,0.0
bran,concrete,former,privative,former bran,0.0,0.0
bran,concrete,hypothetical,privative,hypothetical bran,0.0,0.0
bran,concrete,imaginary,privative,imaginary bran,0.0,0.0
bran,concrete,mock,privative,mock bran,0.0,0.0
bran,concrete,mythical,privative,mythical bran,0.0,0.0
bran,concrete,past,privative,past bran,0.0,0.0
bran,concrete,phony,privative,phony bran,0.0,0.0
bran,concrete,spurious,privative,spurious bran,0.0,0.0
bran,concrete,virtual,privative,virtual bran,0.0,0.0
saline,concrete,actual,subsective,actual saline,0.0,0.0
saline,concrete,authentic,subsective,authentic saline,0.0,0.0
saline,concrete,average,subsective,average saline,0.0,0.0
saline,concrete,bad,subsective,bad saline,0.0,0.0
saline,concrete,current,subsective,current saline,0.0,0.0
saline,concrete,genuine,subsective,genuine saline,0.0,0.0
saline,concrete,good,subsective,good saline,0.0,0.0
saline,concrete,important,subsective,important saline,0.0,0.0
saline,concrete,new,subsective,new saline,0.0,0.0
saline,concrete,old,subsective,old saline,0.0,0.0
saline,concrete,perfect,subsective,perfect saline,0.0,0.0
saline,concrete,real,subsective,real saline,0.0,0.0
saline,concrete,special,subsective,special saline,0.0,0.0
saline,concrete,true,subsective,true saline,0.0,0.0
saline,concrete,typical,subsective,typical saline,0.0,0.0
saline,concrete,unique,subsective,unique saline,0.0,0.0
saline,concrete,artificial,privative,artificial saline,0.0,0.0
saline,concrete,counterfeit,privative,counterfeit saline,0.0,0.0
saline,concrete,fabricated,privative,fabricated saline,0.0,0.0
saline,concrete,fake,privative,fake saline,0.0,0.0
saline,concrete,false,privative,false saline,0.0,0.0
saline,concrete,fictional,privative,fictional saline,0.0,0.0
saline,concrete,fictitious,privative,fictitious saline,0.0,0.0
saline,concrete,former,privative,former saline,0.0,0.0
saline,concrete,hypothetical,privative,hypothetical saline,0.0,0.0
saline,concrete,imaginary,privative,imaginary saline,0.0,0.0
saline,concrete,mock,privative,mock saline,0.0,0.0
saline,concrete,mythical,privative,mythical saline,0.0,0.0
saline,concrete,past,privative,past saline,0.0,0.0
saline,concrete,phony,privative,phony saline,0.0,0.0
saline,concrete,spurious,privative,spurious saline,0.0,0.0
saline,concrete,virtual,privative,virtual saline,0.0,0.0
crust,concrete,actual,subsective,actual crust,0.0,0.0
crust,concrete,authentic,subsective,authentic crust,0.0,0.0
crust,concrete,average,subsective,average crust,0.0,0.0
crust,concrete,bad,subsective,bad crust,0.0,0.0
crust,concrete,current,subsective,current crust,0.0,0.0
crust,concrete,genuine,subsective,genuine crust,0.0,0.0
crust,concrete,good,subsective,good crust,0.0,0.0
crust,concrete,important,subsective,important crust,0.0,0.0
crust,concrete,new,subsective,new crust,0.0,0.0
crust,concrete,old,subsective,old crust,0.0,0.0
crust,concrete,perfect,subsective,perfect crust,0.0,0.0
crust,concrete,real,subsective,real crust,0.0,0.0
crust,concrete,special,subsective,special crust,0.0,0.0
crust,concrete,true,subsective,true crust,0.0,0.0
crust,concrete,typical,subsective,typical crust,0.0,0.0
crust,concrete,unique,subsective,unique crust,0.0,0.0
crust,concrete,artificial,privative,artificial crust,0.0,0.0
crust,concrete,counterfeit,privative,counterfeit crust,0.0,0.0
crust,concrete,fabricated,privative,fabricated crust,0.0,0.0
crust,concrete,fake,privative,fake crust,0.0,0.0
crust,concrete,false,privative,false crust,0.0,0.0
crust,concrete,fictional,privative,fictional crust,0.0,0.0
crust,concrete,fictitious,privative,fictitious crust,0.0,0.0
crust,concrete,former,privative,former crust,0.0,0.0
crust,concrete,hypothetical,privative,hypothetical crust,0.0,0.0
crust,concrete,imaginary,privative,imaginary crust,0.0,0.0
crust,concrete,mock,privative,mock crust,0.0,0.0
crust,concrete,mythical,privative,mythical crust,0.0,0.0
crust,concrete,past,privative,past crust,0.0,0.0
crust,concrete,phony,privative,phony crust,0.0,0.0
crust,concrete,spurious,privative,spurious crust,0.0,0.0
crust,concrete,virtual,privative,virtual crust,0.0,0.0
patch,concrete,actual,subsective,actual patch,0.0,0.0
patch,concrete,authentic,subsective,authentic patch,0.0,0.0
patch,concrete,average,subsective,average patch,0.0,0.0
patch,concrete,bad,subsective,bad patch,0.0,0.0
patch,concrete,current,subsective,current patch,0.0,0.0
patch,concrete,genuine,subsective,genuine patch,0.0,0.0
patch,concrete,good,subsective,good patch,0.0,0.0
patch,concrete,important,subsective,important patch,0.0,0.0
patch,concrete,new,subsective,new patch,0.0,0.0
patch,concrete,old,subsective,old patch,0.0,0.0
patch,concrete,perfect,subsective,perfect patch,0.0,0.0
patch,concrete,real,subsective,real patch,0.0,0.0
patch,concrete,special,subsective,special patch,0.0,0.0
patch,concrete,true,subsective,true patch,0.0,0.0
patch,concrete,typical,subsective,typical patch,0.0,0.0
patch,concrete,unique,subsective,unique patch,0.0,0.0
patch,concrete,artificial,privative,artificial patch,0.0,0.0
patch,concrete,counterfeit,privative,counterfeit patch,0.0,0.0
patch,concrete,fabricated,privative,fabricated patch,0.0,0.0
patch,concrete,fake,privative,fake patch,0.0,0.0
patch,concrete,false,privative,false patch,0.0,0.0
patch,concrete,fictional,privative,fictional patch,0.0,0.0
patch,concrete,fictitious,privative,fictitious patch,0.0,0.0
patch,concrete,former,privative,former patch,0.0,0.0
patch,concrete,hypothetical,privative,hypothetical patch,0.0,0.0
patch,concrete,imaginary,privative,imaginary patch,0.0,0.0
patch,concrete,mock,privative,mock patch,0.0,0.0
patch,concrete,mythical,privative,mythical patch,0.0,0.0
patch,concrete,past,privative,past patch,0.0,0.0
patch,concrete,phony,privative,phony patch,0.0,0.0
patch,concrete,spurious,privative,spurious patch,0.0,0.0
patch,concrete,virtual,privative,virtual patch,0.0,0.0
dress,concrete,actual,subsective,actual dress,0.0,0.0
dress,concrete,authentic,subsective,authentic dress,0.0,0.0
dress,concrete,average,subsective,average dress,0.0,0.0
dress,concrete,bad,subsective,bad dress,0.0,0.0
dress,concrete,current,subsective,current dress,0.0,0.0
dress,concrete,genuine,subsective,genuine dress,0.0,0.0
dress,concrete,good,subsective,good dress,0.0,0.0
dress,concrete,important,subsective,important dress,0.0,0.0
dress,concrete,new,subsective,new dress,0.0,0.0
dress,concrete,old,subsective,old dress,0.0,0.0
dress,concrete,perfect,subsective,perfect dress,0.0,0.0
dress,concrete,real,subsective,real dress,0.0,0.0
dress,concrete,special,subsective,special dress,0.0,0.0
dress,concrete,true,subsective,true dress,0.0,0.0
dress,concrete,typical,subsective,typical dress,0.0,0.0
dress,concrete,unique,subsective,unique dress,0.0,0.0
dress,concrete,artificial,privative,artificial dress,0.0,0.0
dress,concrete,counterfeit,privative,counterfeit dress,0.0,0.0
dress,concrete,fabricated,privative,fabricated dress,0.0,0.0
dress,concrete,fake,privative,fake dress,0.0,0.0
dress,concrete,false,privative,false dress,0.0,0.0
dress,concrete,fictional,privative,fictional dress,0.0,0.0
dress,concrete,fictitious,privative,fictitious dress,0.0,0.0
dress,concrete,former,privative,former dress,0.0,0.0
dress,concrete,hypothetical,privative,hypothetical dress,0.0,0.0
dress,concrete,imaginary,privative,imaginary dress,0.0,0.0
dress,concrete,mock,privative,mock dress,0.0,0.0
dress,concrete,mythical,privative,mythical dress,0.0,0.0
dress,concrete,past,privative,past dress,0.0,0.0
dress,concrete,phony,privative,phony dress,0.0,0.0
dress,concrete,spurious,privative,spurious dress,0.0,0.0
dress,concrete,virtual,privative,virtual dress,0.0,0.0
maize,concrete,actual,subsective,actual maize,0.0,0.0
maize,concrete,authentic,subsective,authentic maize,0.0,0.0
maize,concrete,average,subsective,average maize,0.0,0.0
maize,concrete,bad,subsective,bad maize,0.0,0.0
maize,concrete,current,subsective,current maize,0.0,0.0
maize,concrete,genuine,subsective,genuine maize,0.0,0.0
maize,concrete,good,subsective,good maize,0.0,0.0
maize,concrete,important,subsective,important maize,0.0,0.0
maize,concrete,new,subsective,new maize,0.0,0.0
maize,concrete,old,subsective,old maize,0.0,0.0
maize,concrete,perfect,subsective,perfect maize,0.0,0.0
maize,concrete,real,subsective,real maize,0.0,0.0
maize,concrete,special,subsective,special maize,0.0,0.0
maize,concrete,true,subsective,true maize,0.0,0.0
maize,concrete,typical,subsective,typical maize,0.0,0.0
maize,concrete,unique,subsective,unique maize,0.0,0.0
maize,concrete,artificial,privative,artificial maize,0.0,0.0
maize,concrete,counterfeit,privative,counterfeit maize,0.0,0.0
maize,concrete,fabricated,privative,fabricated maize,0.0,0.0
maize,concrete,fake,privative,fake maize,0.0,0.0
maize,concrete,false,privative,false maize,0.0,0.0
maize,concrete,fictional,privative,fictional maize,0.0,0.0
maize,concrete,fictitious,privative,fictitious maize,0.0,0.0
maize,concrete,former,privative,former maize,0.0,0.0
maize,concrete,hypothetical,privative,hypothetical maize,0.0,0.0
maize,concrete,imaginary,privative,imaginary maize,0.0,0.0
maize,concrete,mock,privative,mock maize,0.0,0.0
maize,concrete,mythical,privative,mythical maize,0.0,0.0
maize,concrete,past,privative,past maize,0.0,0.0
maize,concrete,phony,privative,phony maize,0.0,0.0
maize,concrete,spurious,privative,spurious maize,0.0,0.0
maize,concrete,virtual,privative,virtual maize,0.0,0.0
sketch,concrete,actual,subsective,actual sketch,0.0,0.0
sketch,concrete,authentic,subsective,authentic sketch,0.0,0.0
sketch,concrete,average,subsective,average sketch,0.0,0.0
sketch,concrete,bad,subsective,bad sketch,0.0,0.0
sketch,concrete,current,subsective,current sketch,0.0,0.0
sketch,concrete,genuine,subsective,genuine sketch,0.0,0.0
sketch,concrete,good,subsective,good sketch,0.0,0.0
sketch,concrete,important,subsective,important sketch,0.0,0.0
sketch,concrete,new,subsective,new sketch,0.0,0.0
sketch,concrete,old,subsective,old sketch,0.0,0.0
sketch,concrete,perfect,subsective,perfect sketch,0.0,0.0
sketch,concrete,real,subsective,real sketch,0.0,0.0
sketch,concrete,special,subsective,special sketch,0.0,0.0
sketch,concrete,true,subsective,true sketch,0.0,0.0
sketch,concrete,typical,subsective,typical sketch,0.0,0.0
sketch,concrete,unique,subsective,unique sketch,0.0,0.0
sketch,concrete,artificial,privative,artificial sketch,0.0,0.0
sketch,concrete,counterfeit,privative,counterfeit sketch,0.0,0.0
sketch,concrete,fabricated,privative,fabricated sketch,0.0,0.0
sketch,concrete,fake,privative,fake sketch,0.0,0.0
sketch,concrete,false,privative,false sketch,0.0,0.0
sketch,concrete,fictional,privative,fictional sketch,0.0,0.0
sketch,concrete,fictitious,privative,fictitious sketch,0.0,0.0
sketch,concrete,former,privative,former sketch,0.0,0.0
sketch,concrete,hypothetical,privative,hypothetical sketch,0.0,0.0
sketch,concrete,imaginary,privative,imaginary sketch,0.0,0.0
sketch,concrete,mock,privative,mock sketch,0.0,0.0
sketch,concrete,mythical,privative,mythical sketch,0.0,0.0
sketch,concrete,past,privative,past sketch,0.0,0.0
sketch,concrete,phony,privative,phony sketch,0.0,0.0
sketch,concrete,spurious,privative,spurious sketch,0.0,0.0
sketch,concrete,virtual,privative,virtual sketch,0.0,0.0
ground,concrete,actual,subsective,actual ground,0.0,0.0
ground,concrete,authentic,subsective,authentic ground,0.0,0.0
ground,concrete,average,subsective,average ground,0.0,0.0
ground,concrete,bad,subsective,bad ground,0.0,0.0
ground,concrete,current,subsective,current ground,0.0,0.0
ground,concrete,genuine,subsective,genuine ground,0.0,0.0
ground,concrete,good,subsective,good ground,0.0,0.0
ground,concrete,important,subsective,important ground,0.0,0.0
ground,concrete,new,subsective,new ground,0.0,0.0
ground,concrete,old,subsective,old ground,0.0,0.0
ground,concrete,perfect,subsective,perfect ground,0.0,0.0
ground,concrete,real,subsective,real ground,0.0,0.0
ground,concrete,special,subsective,special ground,0.0,0.0
ground,concrete,true,subsective,true ground,0.0,0.0
ground,concrete,typical,subsective,typical ground,0.0,0.0
ground,concrete,unique,subsective,unique ground,0.0,0.0
ground,concrete,artificial,privative,artificial ground,0.0,0.0
ground,concrete,counterfeit,privative,counterfeit ground,0.0,0.0
ground,concrete,fabricated,privative,fabricated ground,0.0,0.0
ground,concrete,fake,privative,fake ground,0.0,0.0
ground,concrete,false,privative,false ground,0.0,0.0
ground,concrete,fictional,privative,fictional ground,0.0,0.0
ground,concrete,fictitious,privative,fictitious ground,0.0,0.0
ground,concrete,former,privative,former ground,0.0,0.0
ground,concrete,hypothetical,privative,hypothetical ground,0.0,0.0
ground,concrete,imaginary,privative,imaginary ground,0.0,0.0
ground,concrete,mock,privative,mock ground,0.0,0.0
ground,concrete,mythical,privative,mythical ground,0.0,0.0
ground,concrete,past,privative,past ground,0.0,0.0
ground,concrete,phony,privative,phony ground,0.0,0.0
ground,concrete,spurious,privative,spurious ground,0.0,0.0
ground,concrete,virtual,privative,virtual ground,0.0,0.0
floss,concrete,actual,subsective,actual floss,0.0,0.0
floss,concrete,authentic,subsective,authentic floss,0.0,0.0
floss,concrete,average,subsective,average floss,0.0,0.0
floss,concrete,bad,subsective,bad floss,0.0,0.0
floss,concrete,current,subsective,current floss,0.0,0.0
floss,concrete,genuine,subsective,genuine floss,0.0,0.0
floss,concrete,good,subsective,good floss,0.0,0.0
floss,concrete,important,subsective,important floss,0.0,0.0
floss,concrete,new,subsective,new floss,0.0,0.0
floss,concrete,old,subsective,old floss,0.0,0.0
floss,concrete,perfect,subsective,perfect floss,0.0,0.0
floss,concrete,real,subsective,real floss,0.0,0.0
floss,concrete,special,subsective,special floss,0.0,0.0
floss,concrete,true,subsective,true floss,0.0,0.0
floss,concrete,typical,subsective,typical floss,0.0,0.0
floss,concrete,unique,subsective,unique floss,0.0,0.0
floss,concrete,artificial,privative,artificial floss,0.0,0.0
floss,concrete,counterfeit,privative,counterfeit floss,0.0,0.0
floss,concrete,fabricated,privative,fabricated floss,0.0,0.0
floss,concrete,fake,privative,fake floss,0.0,0.0
floss,concrete,false,privative,false floss,0.0,0.0
floss,concrete,fictional,privative,fictional floss,0.0,0.0
floss,concrete,fictitious,privative,fictitious floss,0.0,0.0
floss,concrete,former,privative,former floss,0.0,0.0
floss,concrete,hypothetical,privative,hypothetical floss,0.0,0.0
floss,concrete,imaginary,privative,imaginary floss,0.0,0.0
floss,concrete,mock,privative,mock floss,0.0,0.0
floss,concrete,mythical,privative,mythical floss,0.0,0.0
floss,concrete,past,privative,past floss,0.0,0.0
floss,concrete,phony,privative,phony floss,0.0,0.0
floss,concrete,spurious,privative,spurious floss,0.0,0.0
floss,concrete,virtual,privative,virtual floss,0.0,0.0
leak,concrete,actual,subsective,actual leak,0.0,0.0
leak,concrete,authentic,subsective,authentic leak,0.0,0.0
leak,concrete,average,subsective,average leak,0.0,0.0
leak,concrete,bad,subsective,bad leak,0.0,0.0
leak,concrete,current,subsective,current leak,0.0,0.0
leak,concrete,genuine,subsective,genuine leak,0.0,0.0
leak,concrete,good,subsective,good leak,0.0,0.0
leak,concrete,important,subsective,important leak,0.0,0.0
leak,concrete,new,subsective,new leak,0.0,0.0
leak,concrete,old,subsective,old leak,0.0,0.0
leak,concrete,perfect,subsective,perfect leak,0.0,0.0
leak,concrete,real,subsective,real leak,0.0,0.0
leak,concrete,special,subsective,special leak,0.0,0.0
leak,concrete,true,subsective,true leak,0.0,0.0
leak,concrete,typical,subsective,typical leak,0.0,0.0
leak,concrete,unique,subsective,unique leak,0.0,0.0
leak,concrete,artificial,privative,artificial leak,0.0,0.0
leak,concrete,counterfeit,privative,counterfeit leak,0.0,0.0
leak,concrete,fabricated,privative,fabricated leak,0.0,0.0
leak,concrete,fake,privative,fake leak,0.0,0.0
leak,concrete,false,privative,false leak,0.0,0.0
leak,concrete,fictional,privative,fictional leak,0.0,0.0
leak,concrete,fictitious,privative,fictitious leak,0.0,0.0
leak,concrete,former,privative,former leak,0.0,0.0
leak,concrete,hypothetical,privative,hypothetical leak,0.0,0.0
leak,concrete,imaginary,privative,imaginary leak,0.0,0.0
leak,concrete,mock,privative,mock leak,0.0,0.0
leak,concrete,mythical,privative,mythical leak,0.0,0.0
leak,concrete,past,privative,past leak,0.0,0.0
leak,concrete,phony,privative,phony leak,0.0,0.0
leak,concrete,spurious,privative,spurious leak,0.0,0.0
leak,concrete,virtual,privative,virtual leak,0.0,0.0
risotto,concrete,actual,subsective,actual risotto,0.0,0.0
risotto,concrete,authentic,subsective,authentic risotto,0.0,0.0
risotto,concrete,average,subsective,average risotto,0.0,0.0
risotto,concrete,bad,subsective,bad risotto,0.0,0.0
risotto,concrete,current,subsective,current risotto,0.0,0.0
risotto,concrete,genuine,subsective,genuine risotto,0.0,0.0
risotto,concrete,good,subsective,good risotto,0.0,0.0
risotto,concrete,important,subsective,important risotto,0.0,0.0
risotto,concrete,new,subsective,new risotto,0.0,0.0
risotto,concrete,old,subsective,old risotto,0.0,0.0
risotto,concrete,perfect,subsective,perfect risotto,0.0,0.0
risotto,concrete,real,subsective,real risotto,0.0,0.0
risotto,concrete,special,subsective,special risotto,0.0,0.0
risotto,concrete,true,subsective,true risotto,0.0,0.0
risotto,concrete,typical,subsective,typical risotto,0.0,0.0
risotto,concrete,unique,subsective,unique risotto,0.0,0.0
risotto,concrete,artificial,privative,artificial risotto,0.0,0.0
risotto,concrete,counterfeit,privative,counterfeit risotto,0.0,0.0
risotto,concrete,fabricated,privative,fabricated risotto,0.0,0.0
risotto,concrete,fake,privative,fake risotto,0.0,0.0
risotto,concrete,false,privative,false risotto,0.0,0.0
risotto,concrete,fictional,privative,fictional risotto,0.0,0.0
risotto,concrete,fictitious,privative,fictitious risotto,0.0,0.0
risotto,concrete,former,privative,former risotto,0.0,0.0
risotto,concrete,hypothetical,privative,hypothetical risotto,0.0,0.0
risotto,concrete,imaginary,privative,imaginary risotto,0.0,0.0
risotto,concrete,mock,privative,mock risotto,0.0,0.0
risotto,concrete,mythical,privative,mythical risotto,0.0,0.0
risotto,concrete,past,privative,past risotto,0.0,0.0
risotto,concrete,phony,privative,phony risotto,0.0,0.0
risotto,concrete,spurious,privative,spurious risotto,0.0,0.0
risotto,concrete,virtual,privative,virtual risotto,0.0,0.0
vampire,concrete,actual,subsective,actual vampire,0.0,0.0
vampire,concrete,authentic,subsective,authentic vampire,0.0,0.0
vampire,concrete,average,subsective,average vampire,0.0,0.0
vampire,concrete,bad,subsective,bad vampire,0.0,0.0
vampire,concrete,current,subsective,current vampire,0.0,0.0
vampire,concrete,genuine,subsective,genuine vampire,0.0,0.0
vampire,concrete,good,subsective,good vampire,0.0,0.0
vampire,concrete,important,subsective,important vampire,0.0,0.0
vampire,concrete,new,subsective,new vampire,0.0,0.0
vampire,concrete,old,subsective,old vampire,0.0,0.0
vampire,concrete,perfect,subsective,perfect vampire,0.0,0.0
vampire,concrete,real,subsective,real vampire,0.0,0.0
vampire,concrete,special,subsective,special vampire,0.0,0.0
vampire,concrete,true,subsective,true vampire,0.0,0.0
vampire,concrete,typical,subsective,typical vampire,0.0,0.0
vampire,concrete,unique,subsective,unique vampire,0.0,0.0
vampire,concrete,artificial,privative,artificial vampire,0.0,0.0
vampire,concrete,counterfeit,privative,counterfeit vampire,0.0,0.0
vampire,concrete,fabricated,privative,fabricated vampire,0.0,0.0
vampire,concrete,fake,privative,fake vampire,0.0,0.0
vampire,concrete,false,privative,false vampire,0.0,0.0
vampire,concrete,fictional,privative,fictional vampire,0.0,0.0
vampire,concrete,fictitious,privative,fictitious vampire,0.0,0.0
vampire,concrete,former,privative,former vampire,0.0,0.0
vampire,concrete,hypothetical,privative,hypothetical vampire,0.0,0.0
vampire,concrete,imaginary,privative,imaginary vampire,0.0,0.0
vampire,concrete,mock,privative,mock vampire,0.0,0.0
vampire,concrete,mythical,privative,mythical vampire,0.0,0.0
vampire,concrete,past,privative,past vampire,0.0,0.0
vampire,concrete,phony,privative,phony vampire,0.0,0.0
vampire,concrete,spurious,privative,spurious vampire,0.0,0.0
vampire,concrete,virtual,privative,virtual vampire,0.0,0.0
rivet,concrete,actual,subsective,actual rivet,0.0,0.0
rivet,concrete,authentic,subsective,authentic rivet,0.0,0.0
rivet,concrete,average,subsective,average rivet,0.0,0.0
rivet,concrete,bad,subsective,bad rivet,0.0,0.0
rivet,concrete,current,subsective,current rivet,0.0,0.0
rivet,concrete,genuine,subsective,genuine rivet,0.0,0.0
rivet,concrete,good,subsective,good rivet,0.0,0.0
rivet,concrete,important,subsective,important rivet,0.0,0.0
rivet,concrete,new,subsective,new rivet,0.0,0.0
rivet,concrete,old,subsective,old rivet,0.0,0.0
rivet,concrete,perfect,subsective,perfect rivet,0.0,0.0
rivet,concrete,real,subsective,real rivet,0.0,0.0
rivet,concrete,special,subsective,special rivet,0.0,0.0
rivet,concrete,true,subsective,true rivet,0.0,0.0
rivet,concrete,typical,subsective,typical rivet,0.0,0.0
rivet,concrete,unique,subsective,unique rivet,0.0,0.0
rivet,concrete,artificial,privative,artificial rivet,0.0,0.0
rivet,concrete,counterfeit,privative,counterfeit rivet,0.0,0.0
rivet,concrete,fabricated,privative,fabricated rivet,0.0,0.0
rivet,concrete,fake,privative,fake rivet,0.0,0.0
rivet,concrete,false,privative,false rivet,0.0,0.0
rivet,concrete,fictional,privative,fictional rivet,0.0,0.0
rivet,concrete,fictitious,privative,fictitious rivet,0.0,0.0
rivet,concrete,former,privative,former rivet,0.0,0.0
rivet,concrete,hypothetical,privative,hypothetical rivet,0.0,0.0
rivet,concrete,imaginary,privative,imaginary rivet,0.0,0.0
rivet,concrete,mock,privative,mock rivet,0.0,0.0
rivet,concrete,mythical,privative,mythical rivet,0.0,0.0
rivet,concrete,past,privative,past rivet,0.0,0.0
rivet,concrete,phony,privative,phony rivet,0.0,0.0
rivet,concrete,spurious,privative,spurious rivet,0.0,0.0
rivet,concrete,virtual,privative,virtual rivet,0.0,0.0
stitch,concrete,actual,subsective,actual stitch,0.0,0.0
stitch,concrete,authentic,subsective,authentic stitch,0.0,0.0
stitch,concrete,average,subsective,average stitch,0.0,0.0
stitch,concrete,bad,subsective,bad stitch,0.0,0.0
stitch,concrete,current,subsective,current stitch,0.0,0.0
stitch,concrete,genuine,subsective,genuine stitch,0.0,0.0
stitch,concrete,good,subsective,good stitch,0.0,0.0
stitch,concrete,important,subsective,important stitch,0.0,0.0
stitch,concrete,new,subsective,new stitch,0.0,0.0
stitch,concrete,old,subsective,old stitch,0.0,0.0
stitch,concrete,perfect,subsective,perfect stitch,0.0,0.0
stitch,concrete,real,subsective,real stitch,0.0,0.0
stitch,concrete,special,subsective,special stitch,0.0,0.0
stitch,concrete,true,subsective,true stitch,0.0,0.0
stitch,concrete,typical,subsective,typical stitch,0.0,0.0
stitch,concrete,unique,subsective,unique stitch,0.0,0.0
stitch,concrete,artificial,privative,artificial stitch,0.0,0.0
stitch,concrete,counterfeit,privative,counterfeit stitch,0.0,0.0
stitch,concrete,fabricated,privative,fabricated stitch,0.0,0.0
stitch,concrete,fake,privative,fake stitch,0.0,0.0
stitch,concrete,false,privative,false stitch,0.0,0.0
stitch,concrete,fictional,privative,fictional stitch,0.0,0.0
stitch,concrete,fictitious,privative,fictitious stitch,0.0,0.0
stitch,concrete,former,privative,former stitch,0.0,0.0
stitch,concrete,hypothetical,privative,hypothetical stitch,0.0,0.0
stitch,concrete,imaginary,privative,imaginary stitch,0.0,0.0
stitch,concrete,mock,privative,mock stitch,0.0,0.0
stitch,concrete,mythical,privative,mythical stitch,0.0,0.0
stitch,concrete,past,privative,past stitch,0.0,0.0
stitch,concrete,phony,privative,phony stitch,0.0,0.0
stitch,concrete,spurious,privative,spurious stitch,0.0,0.0
stitch,concrete,virtual,privative,virtual stitch,0.0,0.0
analyst,concrete,actual,subsective,actual analyst,0.0,0.0
analyst,concrete,authentic,subsective,authentic analyst,0.0,0.0
analyst,concrete,average,subsective,average analyst,0.0,0.0
analyst,concrete,bad,subsective,bad analyst,0.0,0.0
analyst,concrete,current,subsective,current analyst,0.0,0.0
analyst,concrete,genuine,subsective,genuine analyst,0.0,0.0
analyst,concrete,good,subsective,good analyst,0.0,0.0
analyst,concrete,important,subsective,important analyst,0.0,0.0
analyst,concrete,new,subsective,new analyst,0.0,0.0
