Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-koj1,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
7,1690207446261,24/07/2023 14:04:06,1690211046261,1,24/07/2023 16:04:06,135241,8,questionnaire-qh5e,,30836269,BLIND,9155652,,complete,,64be92ca13643f3275380072,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x746,,Consent form,2,A,Page 1,11q6dt,1,,response,participation-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
8,1690207446261,24/07/2023 14:04:06,1690211046261,1,24/07/2023 16:04:06,135241,8,questionnaire-qh5e,,30836269,BLIND,9155652,,complete,,64be92ca13643f3275380072,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x746,,Consent form,2,A,,,,,5,,END,,,,,
1,1690207443866,24/07/2023 14:04:03,1690211043866,1,24/07/2023 16:04:03,135241,8,questionnaire-qh5e,,30836279,BLIND,9155659,,complete,,64be92c9206e590e105fc97c,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x937,,Consent form,2,A,,,,,5,,BEGIN,,,,,
2,1690207451197,24/07/2023 14:04:11,1690211051197,1,24/07/2023 16:04:11,135241,8,questionnaire-qh5e,,30836279,BLIND,9155659,,complete,,64be92c9206e590e105fc97c,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x937,,Consent form,2,A,Page 1,11q6dt,1,,response,read-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
3,1690207451197,24/07/2023 14:04:11,1690211051197,1,24/07/2023 16:04:11,135241,8,questionnaire-qh5e,,30836279,BLIND,9155659,,complete,,64be92c9206e590e105fc97c,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x937,,Consent form,2,A,Page 1,11q6dt,1,,response,email-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
4,1690207451197,24/07/2023 14:04:11,1690211051197,1,24/07/2023 16:04:11,135241,8,questionnaire-qh5e,,30836279,BLIND,9155659,,complete,,64be92c9206e590e105fc97c,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x937,,Consent form,2,A,Page 1,11q6dt,1,,response,withdraw-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
5,1690207451197,24/07/2023 14:04:11,1690211051197,1,24/07/2023 16:04:11,135241,8,questionnaire-qh5e,,30836279,BLIND,9155659,,complete,,64be92c9206e590e105fc97c,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x937,,Consent form,2,A,Page 1,11q6dt,1,,response,access-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
6,1690207451197,24/07/2023 14:04:11,1690211051197,1,24/07/2023 16:04:11,135241,8,questionnaire-qh5e,,30836279,BLIND,9155659,,complete,,64be92c9206e590e105fc97c,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x937,,Consent form,2,A,Page 1,11q6dt,1,,response,sharing-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
7,1690207451198,24/07/2023 14:04:11,1690211051198,1,24/07/2023 16:04:11,135241,8,questionnaire-qh5e,,30836279,BLIND,9155659,,complete,,64be92c9206e590e105fc97c,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x937,,Consent form,2,A,Page 1,11q6dt,1,,response,participation-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
8,1690207451198,24/07/2023 14:04:11,1690211051198,1,24/07/2023 16:04:11,135241,8,questionnaire-qh5e,,30836279,BLIND,9155659,,complete,,64be92c9206e590e105fc97c,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x937,,Consent form,2,A,,,,,5,,END,,,,,
1,1690207449209,24/07/2023 14:04:09,1690211049209,1,24/07/2023 16:04:09,135241,8,questionnaire-qh5e,,30836284,BLIND,9155650,,complete,,64be92c1c4e9b34d14cfe418,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1280x720,1280x569,,Consent form,2,A,,,,,5,,BEGIN,,,,,
2,1690207463622,24/07/2023 14:04:23,1690211063622,1,24/07/2023 16:04:23,135241,8,questionnaire-qh5e,,30836284,BLIND,9155650,,complete,,64be92c1c4e9b34d14cfe418,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1280x720,1280x569,,Consent form,2,A,Page 1,11q6dt,1,,response,read-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
3,1690207463622,24/07/2023 14:04:23,1690211063622,1,24/07/2023 16:04:23,135241,8,questionnaire-qh5e,,30836284,BLIND,9155650,,complete,,64be92c1c4e9b34d14cfe418,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1280x720,1280x569,,Consent form,2,A,Page 1,11q6dt,1,,response,email-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
4,1690207463623,24/07/2023 14:04:23,1690211063623,1,24/07/2023 16:04:23,135241,8,questionnaire-qh5e,,30836284,BLIND,9155650,,complete,,64be92c1c4e9b34d14cfe418,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1280x720,1280x569,,Consent form,2,A,Page 1,11q6dt,1,,response,withdraw-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
5,1690207463623,24/07/2023 14:04:23,1690211063623,1,24/07/2023 16:04:23,135241,8,questionnaire-qh5e,,30836284,BLIND,9155650,,complete,,64be92c1c4e9b34d14cfe418,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1280x720,1280x569,,Consent form,2,A,Page 1,11q6dt,1,,response,access-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
6,1690207463623,24/07/2023 14:04:23,1690211063623,1,24/07/2023 16:04:23,135241,8,questionnaire-qh5e,,30836284,BLIND,9155650,,complete,,64be92c1c4e9b34d14cfe418,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1280x720,1280x569,,Consent form,2,A,Page 1,11q6dt,1,,response,sharing-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
7,1690207463624,24/07/2023 14:04:23,1690211063624,1,24/07/2023 16:04:23,135241,8,questionnaire-qh5e,,30836284,BLIND,9155650,,complete,,64be92c1c4e9b34d14cfe418,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1280x720,1280x569,,Consent form,2,A,Page 1,11q6dt,1,,response,participation-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
8,1690207463624,24/07/2023 14:04:23,1690211063624,1,24/07/2023 16:04:23,135241,8,questionnaire-qh5e,,30836284,BLIND,9155650,,complete,,64be92c1c4e9b34d14cfe418,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1280x720,1280x569,,Consent form,2,A,,,,,5,,END,,,,,
1,1690207489539,24/07/2023 14:04:49,1690211089539,1,24/07/2023 16:04:49,135241,8,questionnaire-qh5e,,30836304,BLIND,9155662,,complete,,64be92cb3273e95f551b60e8,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x714,,Consent form,2,A,,,,,5,,BEGIN,,,,,
2,1690207505141,24/07/2023 14:05:05,1690211105141,1,24/07/2023 16:05:05,135241,8,questionnaire-qh5e,,30836304,BLIND,9155662,,complete,,64be92cb3273e95f551b60e8,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x714,,Consent form,2,A,Page 1,11q6dt,1,,response,read-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
3,1690207505142,24/07/2023 14:05:05,1690211105142,1,24/07/2023 16:05:05,135241,8,questionnaire-qh5e,,30836304,BLIND,9155662,,complete,,64be92cb3273e95f551b60e8,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x714,,Consent form,2,A,Page 1,11q6dt,1,,response,email-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
4,1690207505142,24/07/2023 14:05:05,1690211105142,1,24/07/2023 16:05:05,135241,8,questionnaire-qh5e,,30836304,BLIND,9155662,,complete,,64be92cb3273e95f551b60e8,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x714,,Consent form,2,A,Page 1,11q6dt,1,,response,withdraw-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
5,1690207505142,24/07/2023 14:05:05,1690211105142,1,24/07/2023 16:05:05,135241,8,questionnaire-qh5e,,30836304,BLIND,9155662,,complete,,64be92cb3273e95f551b60e8,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x714,,Consent form,2,A,Page 1,11q6dt,1,,response,access-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
6,1690207505142,24/07/2023 14:05:05,1690211105142,1,24/07/2023 16:05:05,135241,8,questionnaire-qh5e,,30836304,BLIND,9155662,,complete,,64be92cb3273e95f551b60e8,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x714,,Consent form,2,A,Page 1,11q6dt,1,,response,sharing-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
7,1690207505143,24/07/2023 14:05:05,1690211105143,1,24/07/2023 16:05:05,135241,8,questionnaire-qh5e,,30836304,BLIND,9155662,,complete,,64be92cb3273e95f551b60e8,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x714,,Consent form,2,A,Page 1,11q6dt,1,,response,participation-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
8,1690207505144,24/07/2023 14:05:05,1690211105144,1,24/07/2023 16:05:05,135241,8,questionnaire-qh5e,,30836304,BLIND,9155662,,complete,,64be92cb3273e95f551b60e8,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x714,,Consent form,2,A,,,,,5,,END,,,,,
1,1690207496647,24/07/2023 14:04:56,1690211096647,1,24/07/2023 16:04:56,135241,8,questionnaire-qh5e,,30836324,BLIND,9155666,,complete,,64be92c53f9c9208abeab711,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x937,,Consent form,2,A,,,,,5,,BEGIN,,,,,
2,1690207504868,24/07/2023 14:05:04,1690211104868,1,24/07/2023 16:05:04,135241,8,questionnaire-qh5e,,30836324,BLIND,9155666,,complete,,64be92c53f9c9208abeab711,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x937,,Consent form,2,A,Page 1,11q6dt,1,,response,read-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
3,1690207504868,24/07/2023 14:05:04,1690211104868,1,24/07/2023 16:05:04,135241,8,questionnaire-qh5e,,30836324,BLIND,9155666,,complete,,64be92c53f9c9208abeab711,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x937,,Consent form,2,A,Page 1,11q6dt,1,,response,email-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
4,1690207504868,24/07/2023 14:05:04,1690211104868,1,24/07/2023 16:05:04,135241,8,questionnaire-qh5e,,30836324,BLIND,9155666,,complete,,64be92c53f9c9208abeab711,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x937,,Consent form,2,A,Page 1,11q6dt,1,,response,withdraw-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
5,1690207504869,24/07/2023 14:05:04,1690211104869,1,24/07/2023 16:05:04,135241,8,questionnaire-qh5e,,30836324,BLIND,9155666,,complete,,64be92c53f9c9208abeab711,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x937,,Consent form,2,A,Page 1,11q6dt,1,,response,access-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
6,1690207504869,24/07/2023 14:05:04,1690211104869,1,24/07/2023 16:05:04,135241,8,questionnaire-qh5e,,30836324,BLIND,9155666,,complete,,64be92c53f9c9208abeab711,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x937,,Consent form,2,A,Page 1,11q6dt,1,,response,sharing-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
7,1690207504869,24/07/2023 14:05:04,1690211104869,1,24/07/2023 16:05:04,135241,8,questionnaire-qh5e,,30836324,BLIND,9155666,,complete,,64be92c53f9c9208abeab711,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x937,,Consent form,2,A,Page 1,11q6dt,1,,response,participation-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
8,1690207504869,24/07/2023 14:05:04,1690211104869,1,24/07/2023 16:05:04,135241,8,questionnaire-qh5e,,30836324,BLIND,9155666,,complete,,64be92c53f9c9208abeab711,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x937,,Consent form,2,A,,,,,5,,END,,,,,
1,1690207496112,24/07/2023 14:04:56,1690211096112,1,24/07/2023 16:04:56,135241,8,questionnaire-qh5e,,30836335,BLIND,9155668,,complete,,64be92b21001a169775810ab,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1366x768,1366x564,,Consent form,2,A,,,,,5,,BEGIN,,,,,
2,1690207517780,24/07/2023 14:05:17,1690211117780,1,24/07/2023 16:05:17,135241,8,questionnaire-qh5e,,30836335,BLIND,9155668,,complete,,64be92b21001a169775810ab,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1366x768,1366x564,,Consent form,2,A,Page 1,11q6dt,1,,response,read-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
3,1690207517781,24/07/2023 14:05:17,1690211117781,1,24/07/2023 16:05:17,135241,8,questionnaire-qh5e,,30836335,BLIND,9155668,,complete,,64be92b21001a169775810ab,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1366x768,1366x564,,Consent form,2,A,Page 1,11q6dt,1,,response,email-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
4,1690207517781,24/07/2023 14:05:17,1690211117781,1,24/07/2023 16:05:17,135241,8,questionnaire-qh5e,,30836335,BLIND,9155668,,complete,,64be92b21001a169775810ab,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1366x768,1366x564,,Consent form,2,A,Page 1,11q6dt,1,,response,withdraw-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
5,1690207517783,24/07/2023 14:05:17,1690211117783,1,24/07/2023 16:05:17,135241,8,questionnaire-qh5e,,30836335,BLIND,9155668,,complete,,64be92b21001a169775810ab,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1366x768,1366x564,,Consent form,2,A,Page 1,11q6dt,1,,response,access-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
6,1690207517783,24/07/2023 14:05:17,1690211117783,1,24/07/2023 16:05:17,135241,8,questionnaire-qh5e,,30836335,BLIND,9155668,,complete,,64be92b21001a169775810ab,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1366x768,1366x564,,Consent form,2,A,Page 1,11q6dt,1,,response,sharing-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
7,1690207517784,24/07/2023 14:05:17,1690211117784,1,24/07/2023 16:05:17,135241,8,questionnaire-qh5e,,30836335,BLIND,9155668,,complete,,64be92b21001a169775810ab,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1366x768,1366x564,,Consent form,2,A,Page 1,11q6dt,1,,response,participation-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
8,1690207517784,24/07/2023 14:05:17,1690211117784,1,24/07/2023 16:05:17,135241,8,questionnaire-qh5e,,30836335,BLIND,9155668,,complete,,64be92b21001a169775810ab,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1366x768,1366x564,,Consent form,2,A,,,,,5,,END,,,,,
1,1690207520428,24/07/2023 14:05:20,1690211120428,1,24/07/2023 16:05:20,135241,8,questionnaire-qh5e,,30836345,BLIND,9155661,,complete,,64be92d22b012a0a4274e968,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 116.0.0.0,1366x768,1366x640,,Consent form,2,A,,,,,5,,BEGIN,,,,,
2,1690207545657,24/07/2023 14:05:45,1690211145657,1,24/07/2023 16:05:45,135241,8,questionnaire-qh5e,,30836345,BLIND,9155661,,complete,,64be92d22b012a0a4274e968,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 116.0.0.0,1366x768,1366x640,,Consent form,2,A,Page 1,11q6dt,1,,response,read-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
3,1690207545658,24/07/2023 14:05:45,1690211145658,1,24/07/2023 16:05:45,135241,8,questionnaire-qh5e,,30836345,BLIND,9155661,,complete,,64be92d22b012a0a4274e968,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 116.0.0.0,1366x768,1366x640,,Consent form,2,A,Page 1,11q6dt,1,,response,email-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
4,1690207545659,24/07/2023 14:05:45,1690211145659,1,24/07/2023 16:05:45,135241,8,questionnaire-qh5e,,30836345,BLIND,9155661,,complete,,64be92d22b012a0a4274e968,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 116.0.0.0,1366x768,1366x640,,Consent form,2,A,Page 1,11q6dt,1,,response,withdraw-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
5,1690207545660,24/07/2023 14:05:45,1690211145660,1,24/07/2023 16:05:45,135241,8,questionnaire-qh5e,,30836345,BLIND,9155661,,complete,,64be92d22b012a0a4274e968,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 116.0.0.0,1366x768,1366x640,,Consent form,2,A,Page 1,11q6dt,1,,response,access-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
6,1690207545660,24/07/2023 14:05:45,1690211145660,1,24/07/2023 16:05:45,135241,8,questionnaire-qh5e,,30836345,BLIND,9155661,,complete,,64be92d22b012a0a4274e968,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 116.0.0.0,1366x768,1366x640,,Consent form,2,A,Page 1,11q6dt,1,,response,sharing-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
7,1690207545661,24/07/2023 14:05:45,1690211145661,1,24/07/2023 16:05:45,135241,8,questionnaire-qh5e,,30836345,BLIND,9155661,,complete,,64be92d22b012a0a4274e968,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 116.0.0.0,1366x768,1366x640,,Consent form,2,A,Page 1,11q6dt,1,,response,participation-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
8,1690207545662,24/07/2023 14:05:45,1690211145662,1,24/07/2023 16:05:45,135241,8,questionnaire-qh5e,,30836345,BLIND,9155661,,complete,,64be92d22b012a0a4274e968,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 116.0.0.0,1366x768,1366x640,,Consent form,2,A,,,,,5,,END,,,,,
1,1690207572173,24/07/2023 14:06:12,1690211172173,1,24/07/2023 16:06:12,135241,8,questionnaire-qh5e,,30836369,BLIND,9155685,,complete,,64be92fa09bf47bbde61eba0,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1280x800,1280x737,,Consent form,2,A,,,,,5,,BEGIN,,,,,
2,1690207583473,24/07/2023 14:06:23,1690211183473,1,24/07/2023 16:06:23,135241,8,questionnaire-qh5e,,30836369,BLIND,9155685,,complete,,64be92fa09bf47bbde61eba0,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1280x800,1280x737,,Consent form,2,A,Page 1,11q6dt,1,,response,read-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
3,1690207583473,24/07/2023 14:06:23,1690211183473,1,24/07/2023 16:06:23,135241,8,questionnaire-qh5e,,30836369,BLIND,9155685,,complete,,64be92fa09bf47bbde61eba0,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1280x800,1280x737,,Consent form,2,A,Page 1,11q6dt,1,,response,email-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
4,1690207583474,24/07/2023 14:06:23,1690211183474,1,24/07/2023 16:06:23,135241,8,questionnaire-qh5e,,30836369,BLIND,9155685,,complete,,64be92fa09bf47bbde61eba0,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1280x800,1280x737,,Consent form,2,A,Page 1,11q6dt,1,,response,withdraw-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
5,1690207583474,24/07/2023 14:06:23,1690211183474,1,24/07/2023 16:06:23,135241,8,questionnaire-qh5e,,30836369,BLIND,9155685,,complete,,64be92fa09bf47bbde61eba0,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1280x800,1280x737,,Consent form,2,A,Page 1,11q6dt,1,,response,access-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
6,1690207583474,24/07/2023 14:06:23,1690211183474,1,24/07/2023 16:06:23,135241,8,questionnaire-qh5e,,30836369,BLIND,9155685,,complete,,64be92fa09bf47bbde61eba0,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1280x800,1280x737,,Consent form,2,A,Page 1,11q6dt,1,,response,sharing-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
7,1690207583474,24/07/2023 14:06:23,1690211183474,1,24/07/2023 16:06:23,135241,8,questionnaire-qh5e,,30836369,BLIND,9155685,,complete,,64be92fa09bf47bbde61eba0,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1280x800,1280x737,,Consent form,2,A,Page 1,11q6dt,1,,response,participation-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
8,1690207583474,24/07/2023 14:06:23,1690211183474,1,24/07/2023 16:06:23,135241,8,questionnaire-qh5e,,30836369,BLIND,9155685,,complete,,64be92fa09bf47bbde61eba0,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1280x800,1280x737,,Consent form,2,A,,,,,5,,END,,,,,
1,1690207626891,24/07/2023 14:07:06,1690211226891,1,24/07/2023 16:07:06,135241,8,questionnaire-qh5e,,30836408,BLIND,9155691,,complete,,64be9360a68727737852114d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 114.0.0.0,1470x956,1470x809,,Consent form,2,A,,,,,5,,BEGIN,,,,,
2,1690207635457,24/07/2023 14:07:15,1690211235457,1,24/07/2023 16:07:15,135241,8,questionnaire-qh5e,,30836408,BLIND,9155691,,complete,,64be9360a68727737852114d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 114.0.0.0,1470x956,1470x809,,Consent form,2,A,Page 1,11q6dt,1,,response,read-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
3,1690207635457,24/07/2023 14:07:15,1690211235457,1,24/07/2023 16:07:15,135241,8,questionnaire-qh5e,,30836408,BLIND,9155691,,complete,,64be9360a68727737852114d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 114.0.0.0,1470x956,1470x809,,Consent form,2,A,Page 1,11q6dt,1,,response,email-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
4,1690207635458,24/07/2023 14:07:15,1690211235458,1,24/07/2023 16:07:15,135241,8,questionnaire-qh5e,,30836408,BLIND,9155691,,complete,,64be9360a68727737852114d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 114.0.0.0,1470x956,1470x809,,Consent form,2,A,Page 1,11q6dt,1,,response,withdraw-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
5,1690207635458,24/07/2023 14:07:15,1690211235458,1,24/07/2023 16:07:15,135241,8,questionnaire-qh5e,,30836408,BLIND,9155691,,complete,,64be9360a68727737852114d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 114.0.0.0,1470x956,1470x809,,Consent form,2,A,Page 1,11q6dt,1,,response,access-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
6,1690207635458,24/07/2023 14:07:15,1690211235458,1,24/07/2023 16:07:15,135241,8,questionnaire-qh5e,,30836408,BLIND,9155691,,complete,,64be9360a68727737852114d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 114.0.0.0,1470x956,1470x809,,Consent form,2,A,Page 1,11q6dt,1,,response,sharing-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
7,1690207635458,24/07/2023 14:07:15,1690211235458,1,24/07/2023 16:07:15,135241,8,questionnaire-qh5e,,30836408,BLIND,9155691,,complete,,64be9360a68727737852114d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 114.0.0.0,1470x956,1470x809,,Consent form,2,A,Page 1,11q6dt,1,,response,participation-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
8,1690207635458,24/07/2023 14:07:15,1690211235458,1,24/07/2023 16:07:15,135241,8,questionnaire-qh5e,,30836408,BLIND,9155691,,complete,,64be9360a68727737852114d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 114.0.0.0,1470x956,1470x809,,Consent form,2,A,,,,,5,,END,,,,,
1,1690207638282,24/07/2023 14:07:18,1690211238282,1,24/07/2023 16:07:18,135241,8,questionnaire-qh5e,,30836420,BLIND,9155701,,complete,,64be938d9b5908598a923888,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1440x837,,Consent form,2,A,,,,,5,,BEGIN,,,,,
2,1690207645860,24/07/2023 14:07:25,1690211245860,1,24/07/2023 16:07:25,135241,8,questionnaire-qh5e,,30836420,BLIND,9155701,,complete,,64be938d9b5908598a923888,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1440x837,,Consent form,2,A,Page 1,11q6dt,1,,response,read-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
3,1690207645860,24/07/2023 14:07:25,1690211245860,1,24/07/2023 16:07:25,135241,8,questionnaire-qh5e,,30836420,BLIND,9155701,,complete,,64be938d9b5908598a923888,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1440x837,,Consent form,2,A,Page 1,11q6dt,1,,response,email-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
4,1690207645860,24/07/2023 14:07:25,1690211245860,1,24/07/2023 16:07:25,135241,8,questionnaire-qh5e,,30836420,BLIND,9155701,,complete,,64be938d9b5908598a923888,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1440x837,,Consent form,2,A,Page 1,11q6dt,1,,response,withdraw-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
5,1690207645860,24/07/2023 14:07:25,1690211245860,1,24/07/2023 16:07:25,135241,8,questionnaire-qh5e,,30836420,BLIND,9155701,,complete,,64be938d9b5908598a923888,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1440x837,,Consent form,2,A,Page 1,11q6dt,1,,response,access-consent,1,,read|email|withdraw|access|sharing|participation,Consent Form,4,object-5
