token,rating-human,specificity1,specificity2,specificity3,wn_type
mousse,4.83,3.0987952340593092,3.100421171387823,2.142857142857143,concrete
washboard,4.86,3.0987952340593092,3.100421171387823,2.0,concrete
dissolution,1.82,2.5026351345325626,2.450201509401725,1.5714285714285714,concrete
haymaker,4.19,3.2798623546250893,3.297907386963049,2.2857142857142856,concrete
microchip,4.75,3.0458364962299025,3.0426601561274027,2.2857142857142856,concrete
gyroscope,4.25,3.2798623546250893,3.297907386963049,2.2857142857142856,concrete
noisemaker,4.11,2.9553029359470124,2.94391704833979,2.0,concrete
cowlick,4.04,3.1893287943421993,3.1991642791754358,2.142857142857143,concrete
photojournalism,2.62,3.1363700565127925,3.1414032639150156,2.2857142857142856,concrete
pin,4.92,2.9553029359470124,2.94391704833979,2.142857142857143,concrete
seesaw,4.92,3.008261673776419,3.00167806360021,1.8571428571428572,concrete
launcher,3.87,3.0987952340593092,3.100421171387823,2.142857142857143,concrete
backboard,4.93,3.1893287943421993,3.1991642791754358,2.142857142857143,concrete
pincushion,4.69,3.0987952340593092,3.100421171387823,2.0,concrete
constrictor,3.93,3.2269036167956826,3.2401463717026284,2.7142857142857144,concrete
easel,4.97,3.3703959149079794,3.396650494750662,2.428571428571429,concrete
station,4.32,2.5878368394720894,2.543129271303111,1.8571428571428572,concrete
quarterstaff,3.73,3.2798623546250893,3.297907386963049,2.2857142857142856,concrete
throttle,4.24,3.3703959149079794,3.396650494750662,2.428571428571429,concrete
pouch,4.5,2.844635397983901,2.8232142217210034,2.142857142857143,concrete
shelter,4.64,2.5264485757755843,2.476174344088822,1.8571428571428572,concrete
sledge,4.11,2.9351689582667913,2.9219573295086168,2.142857142857143,concrete
wormwood,4.44,3.1363700565127925,3.1414032639150156,2.571428571428571,concrete
deadbolt,4.52,3.0987952340593092,3.100421171387823,2.142857142857143,concrete
landmark,4.1,3.008261673776419,3.00167806360021,1.8571428571428572,concrete
bacterium,3.69,2.5139998922145272,2.4625968188220058,2.0,concrete
healing,2.76,2.707515696341364,2.673660559664048,1.7142857142857144,concrete
alcove,4.08,3.1893287943421993,3.1991642791754358,2.2857142857142856,concrete
sandbox,4.86,3.1893287943421993,3.1991642791754358,2.142857142857143,concrete
backdrop,4.48,3.2798623546250893,3.297907386963049,2.2857142857142856,concrete
sauna,4.68,3.2798623546250893,3.297907386963049,2.2857142857142856,concrete
triplicate,2.96,3.1893287943421993,3.1991642791754358,2.142857142857143,concrete
pollen,4.86,3.2269036167956826,3.2401463717026284,2.428571428571429,concrete
neurotoxin,3.12,2.754101837701011,2.724471113933391,1.8571428571428572,concrete
fiddlestick,3.85,3.2798623546250893,3.297907386963049,2.2857142857142856,concrete
teatime,3.11,3.0987952340593092,3.100421171387823,2.0,concrete
minnow,4.84,3.9135972766053198,3.989109141476339,3.2857142857142856,concrete
snack,4.36,2.9177281134935296,2.902934955812597,2.0,concrete
shipment,4.48,3.0987952340593092,3.100421171387823,2.0,concrete
shield,4.66,2.6137569766730837,2.5713998363180783,2.0,concrete
hoe,4.74,3.0987952340593092,3.100421171387823,2.142857142857143,concrete
peony,4.48,3.4609294751908695,3.495393602538275,2.571428571428571,concrete
intake,3.34,2.477917798211456,2.423242814780541,1.7142857142857144,concrete
crossword,4.48,3.3703959149079794,3.396650494750662,2.428571428571429,concrete
breech,2.96,3.008261673776419,3.00167806360021,1.8571428571428572,concrete
leash,4.89,3.1893287943421993,3.1991642791754358,2.142857142857143,concrete
airship,4.92,3.2798623546250893,3.297907386963049,2.571428571428571,concrete
beadwork,4.46,3.008261673776419,3.00167806360021,1.8571428571428572,concrete
kitchenette,4.56,3.2798623546250893,3.297907386963049,2.2857142857142856,concrete
nightspot,3.68,3.1363700565127925,3.1414032639150156,2.2857142857142856,concrete
lookup,2.67,3.008261673776419,3.00167806360021,1.8571428571428572,concrete
swatter,4.04,3.0987952340593092,3.100421171387823,2.0,concrete
scuba,4.23,3.1893287943421993,3.1991642791754358,2.142857142857143,concrete
shuttle,4.63,3.2798623546250893,3.297907386963049,2.2857142857142856,concrete
sleigh,4.71,2.9351689582667913,2.9219573295086168,2.142857142857143,concrete
battlefront,4.0,3.0987952340593092,3.100421171387823,2.0,concrete
lozenge,4.59,3.1363700565127925,3.1414032639150156,2.2857142857142856,concrete
zipper,4.83,3.2798623546250893,3.297907386963049,2.2857142857142856,concrete
magnetometer,4.25,3.3703959149079794,3.396650494750662,2.428571428571429,concrete
telegrapher,4.17,2.8271945532106395,2.8041918480249843,1.5714285714285714,concrete
byway,3.32,3.0987952340593092,3.100421171387823,2.0,concrete
plate,4.77,3.3703959149079794,3.396650494750662,2.428571428571429,concrete
squall,3.04,3.1893287943421993,3.1991642791754358,2.2857142857142856,concrete
piano,4.9,3.206769639115461,3.2181866528714553,2.571428571428571,concrete
squeegee,4.75,3.1893287943421993,3.1991642791754358,2.142857142857143,concrete
pulpit,4.14,3.1893287943421993,3.1991642791754358,2.142857142857143,concrete
grate,4.82,3.1893287943421993,3.1991642791754358,2.142857142857143,concrete
extinguisher,4.7,3.0987952340593092,3.100421171387823,2.0,concrete
penthouse,4.36,3.1893287943421993,3.1991642791754358,2.142857142857143,concrete
region,3.19,2.103437274408324,2.0148045449169567,1.5714285714285714,concrete
archway,4.28,3.1893287943421993,3.1991642791754358,2.142857142857143,concrete
segmentation,3.32,2.9177281134935296,2.902934955812597,1.7142857142857144,concrete
forceps,4.79,3.1363700565127925,3.1414032639150156,2.2857142857142856,concrete
flooring,4.43,2.844635397983901,2.8232142217210034,2.0,concrete
location,3.0,1.8040298661537548,1.6882469910825257,1.4285714285714286,concrete
source,2.96,2.6045334524974173,2.5613399266096186,1.7142857142857144,concrete
silkworm,4.62,3.2798623546250893,3.297907386963049,2.2857142857142856,concrete
skies,4.83,2.8647693756641224,2.8451739405521765,1.8571428571428572,concrete
drums,4.79,2.9928777584095494,2.984899140866982,2.2857142857142856,concrete
cyberspace,2.54,3.2798623546250893,3.297907386963049,2.2857142857142856,concrete
prosthesis,4.19,2.819276230795293,2.795555495263992,2.142857142857143,concrete
substance,3.44,1.9426963498339653,1.9294346594680518,1.8571428571428572,concrete
toilet,4.97,2.9177281134935296,2.902934955812597,2.142857142857143,concrete
crustacean,4.66,2.732641835242844,2.7010651269244237,2.2857142857142856,concrete
facilities,4.14,2.27703880202258,2.2041481905199474,1.7142857142857144,concrete
gruel,3.93,3.008261673776419,3.00167806360021,2.142857142857143,concrete
rayon,4.04,2.8647693756641224,2.8451739405521765,1.8571428571428572,concrete
plant,4.76,2.630743517277989,2.58992670971653,2.0,concrete
grenadine,4.19,3.3703959149079794,3.396650494750662,2.428571428571429,concrete
buffet,4.67,3.0458364962299025,3.0426601561274027,2.142857142857143,concrete
shrubs,4.64,2.4095751450332856,2.3487028767868914,2.2857142857142856,concrete
wristband,4.79,3.0987952340593092,3.100421171387823,2.0,concrete
dice,4.86,2.888582816907144,2.8711467752392736,2.0,concrete
windmill,4.89,3.3703959149079794,3.396650494750662,2.428571428571429,concrete
activation,2.41,2.8271945532106395,2.8041918480249843,1.7142857142857144,concrete
vinaigrette,4.52,3.4609294751908695,3.495393602538275,2.571428571428571,concrete
herringbone,4.07,3.008261673776419,3.00167806360021,1.8571428571428572,concrete
stub,4.4,3.008261673776419,3.00167806360021,1.8571428571428572,concrete
sip,4.17,3.0987952340593092,3.100421171387823,2.0,concrete
midpoint,3.0,2.540209956995099,2.4911836019289177,1.7142857142857144,concrete
dumbbell,4.69,3.2798623546250893,3.297907386963049,2.2857142857142856,concrete
slipstream,2.71,2.9177281134935296,2.902934955812597,1.7142857142857144,concrete
hammer,4.77,3.3703959149079794,3.396650494750662,2.428571428571429,concrete
orbiter,3.56,2.7637812517584495,2.7350282534378536,2.0,concrete
slippage,2.86,2.8271945532106395,2.8041918480249843,1.5714285714285714,concrete
relic,4.07,2.9177281134935296,2.902934955812597,1.8571428571428572,concrete
harpoon,4.67,3.1893287943421993,3.1991642791754358,2.142857142857143,concrete
sundial,4.72,3.3703959149079794,3.396650494750662,2.428571428571429,concrete
blade,4.93,3.1893287943421993,3.1991642791754358,2.142857142857143,concrete
oxen,4.29,3.4693590010670206,3.5045875144921435,3.2857142857142856,concrete
bee,4.88,3.1072247599354608,3.109615083341692,2.571428571428571,concrete
poker,4.2,3.1893287943421993,3.1991642791754358,2.142857142857143,concrete
trench,4.46,2.888582816907144,2.8711467752392736,2.0,concrete
grapefruit,4.96,3.641996595756649,3.6928798181135005,2.857142857142857,concrete
whiskers,4.89,3.008261673776419,3.00167806360021,2.2857142857142856,concrete
intranet,3.38,3.2798623546250893,3.297907386963049,2.2857142857142856,concrete
mane,4.73,3.0987952340593092,3.100421171387823,2.142857142857143,concrete
hairstyle,3.9,2.7742358153812323,2.746430832764564,2.142857142857143,concrete
lodgings,4.21,3.1893287943421993,3.1991642791754358,2.142857142857143,concrete
thiamine,3.72,3.2798623546250893,3.297907386963049,2.2857142857142856,concrete
slaw,4.64,3.1893287943421993,3.1991642791754358,2.142857142857143,concrete
yeast,4.72,2.6837022550983427,2.647687724976951,1.7142857142857144,concrete
anchor,4.77,3.1601834977558143,3.1673760986021122,2.428571428571429,concrete
halitosis,3.61,3.1893287943421993,3.1991642791754358,2.142857142857143,concrete
embryo,4.61,3.0987952340593092,3.100421171387823,2.0,concrete
fishhook,4.87,3.1893287943421993,3.1991642791754358,2.142857142857143,concrete
wildlife,4.26,3.008261673776419,3.00167806360021,1.8571428571428572,concrete
tollbooth,4.76,3.3703959149079794,3.396650494750662,2.428571428571429,concrete
sandblaster,4.47,3.2798623546250893,3.297907386963049,2.2857142857142856,concrete
electromagnet,4.22,3.0987952340593092,3.100421171387823,2.142857142857143,concrete
purifier,3.57,3.0987952340593092,3.100421171387823,2.142857142857143,concrete
nutrient,3.5,1.869667770018579,1.7598369141552226,1.5714285714285714,concrete
skewer,4.46,3.1893287943421993,3.1991642791754358,2.428571428571429,concrete
stilt,4.5,3.3703959149079794,3.396650494750662,2.571428571428571,concrete
filet,4.59,3.0987952340593092,3.100421171387823,2.2857142857142856,concrete
wasabi,4.67,3.2798623546250893,3.297907386963049,2.2857142857142856,concrete
porch,4.92,2.707515696341364,2.673660559664048,1.8571428571428572,concrete
emblem,4.3,2.5827141311926693,2.537542037862628,2.0,concrete
trinket,4.48,3.0987952340593092,3.100421171387823,2.0,concrete
ectoplasm,3.0,2.8271945532106395,2.8041918480249843,1.5714285714285714,concrete
mailbox,5.0,3.1893287943421993,3.1991642791754358,2.142857142857143,concrete
freight,4.21,3.0987952340593092,3.100421171387823,2.0,concrete
bowl,4.87,2.979116377190034,2.9698898830268865,2.142857142857143,concrete
citadel,4.61,3.0458364962299025,3.0426601561274027,2.142857142857143,concrete
catapult,4.43,3.008261673776419,3.00167806360021,1.8571428571428572,concrete
threat,2.52,2.7366609929277494,2.7054487402373715,1.5714285714285714,concrete
hatchet,4.93,3.2798623546250893,3.297907386963049,2.2857142857142856,concrete
sherbet,4.83,3.2798623546250893,3.297907386963049,2.2857142857142856,concrete
inhalation,3.67,2.8271945532106395,2.8041918480249843,1.8571428571428572,concrete
foreplay,3.22,2.8271945532106395,2.8041918480249843,1.8571428571428572,concrete
traction,3.59,3.2798623546250893,3.297907386963049,2.2857142857142856,concrete
pedestal,4.48,2.979116377190034,2.9698898830268865,2.142857142857143,concrete
dishware,4.82,2.71421523243851,2.680967607053897,2.142857142857143,concrete
mum,4.11,3.5514630354737595,3.5941367103258877,2.7142857142857144,concrete
backwater,3.04,2.8271945532106395,2.8041918480249843,1.5714285714285714,concrete
generator,4.23,3.1893287943421993,3.1991642791754358,2.142857142857143,concrete
seismograph,4.54,3.2798623546250893,3.297907386963049,2.2857142857142856,concrete
annex,4.0,2.9177281134935296,2.902934955812597,1.8571428571428572,concrete
hook,4.79,3.3703959149079794,3.396650494750662,2.428571428571429,concrete
doorway,4.75,2.9553029359470124,2.94391704833979,2.142857142857143,concrete
extractor,3.69,3.008261673776419,3.00167806360021,2.142857142857143,concrete
convection,2.74,2.9177281134935296,2.902934955812597,1.7142857142857144,concrete
byproduct,3.16,2.8271945532106395,2.8041918480249843,1.7142857142857144,concrete
bottlenose,4.32,3.7701049784930225,3.8326050184283056,3.2857142857142856,concrete
carpetbag,4.52,3.3703959149079794,3.396650494750662,2.428571428571429,concrete
drone,3.93,3.5514630354737595,3.5941367103258877,2.7142857142857144,concrete
elephant,5.0,3.3412506183215944,3.364862314177338,2.857142857142857,concrete
cheetah,4.7,3.732530156039539,3.7916229259011134,3.0,concrete
apartments,4.71,2.7742358153812323,2.746430832764564,2.0,concrete
bedpost,4.79,3.1893287943421993,3.1991642791754358,2.142857142857143,concrete
trumpet,4.86,3.2798623546250893,3.297907386963049,2.428571428571429,concrete
roach,4.96,3.2798623546250893,3.297907386963049,2.2857142857142856,concrete
bratwurst,4.82,3.1893287943421993,3.1991642791754358,2.142857142857143,concrete
pipette,3.88,3.1893287943421993,3.1991642791754358,2.2857142857142856,concrete
eyeglass,4.7,3.2798623546250893,3.297907386963049,2.2857142857142856,concrete
deletion,2.8,2.707515696341364,2.673660559664048,1.7142857142857144,concrete
consumption,3.16,2.477917798211456,2.423242814780541,1.7142857142857144,concrete
aqueduct,4.62,3.1893287943421993,3.1991642791754358,2.142857142857143,concrete
studio,4.55,2.888582816907144,2.8711467752392736,2.0,concrete
blaze,4.28,3.2798623546250893,3.297907386963049,2.2857142857142856,concrete
internet,3.64,3.2798623546250893,3.297907386963049,2.2857142857142856,concrete
cantaloupe,4.76,3.5514630354737595,3.5941367103258877,2.7142857142857144,concrete
closeup,3.42,3.1893287943421993,3.1991642791754358,2.142857142857143,concrete
cinema,4.69,3.008261673776419,3.00167806360021,2.0,concrete
lining,4.41,2.888582816907144,2.8711467752392736,2.0,concrete
pitchfork,5.0,3.2798623546250893,3.297907386963049,2.2857142857142856,concrete
gum,4.89,3.0458364962299025,3.0426601561274027,2.142857142857143,concrete
slate,4.58,3.1893287943421993,3.1991642791754358,2.142857142857143,concrete
calves,4.66,3.1363700565127925,3.1414032639150156,2.2857142857142856,concrete
marmalade,4.83,3.2798623546250893,3.297907386963049,2.428571428571429,concrete
cleat,4.5,3.008261673776419,3.00167806360021,2.0,concrete
trivia,2.64,2.6461274326448594,2.6067056324497586,1.4285714285714286,concrete
tarantula,4.83,3.5514630354737595,3.5941367103258877,2.7142857142857144,concrete
reproduction,2.92,2.4295424190319874,2.3704807753101313,1.5714285714285714,concrete
phonograph,4.59,3.008261673776419,3.00167806360021,2.142857142857143,concrete
lioness,4.43,3.8230637163224293,3.8903660336887262,3.142857142857143,concrete
childbirth,4.04,2.6461274326448594,2.6067056324497586,1.7142857142857144,concrete
mattress,5.0,2.8118106378437693,2.7874129252917563,2.0,concrete
handbag,4.93,2.8647693756641224,2.8451739405521765,2.0,concrete
art,4.17,2.391967596569451,2.329498682782939,1.8571428571428572,concrete
rebirth,2.21,2.8271945532106395,2.8041918480249843,1.5714285714285714,concrete
sundae,4.59,3.2798623546250893,3.297907386963049,2.2857142857142856,concrete
cobweb,4.92,3.008261673776419,3.00167806360021,1.8571428571428572,concrete
slime,4.48,2.6461274326448594,2.6067056324497586,1.4285714285714286,concrete
collard,3.96,3.4609294751908695,3.495393602538275,2.571428571428571,concrete
refraction,2.86,2.9177281134935296,2.902934955812597,1.8571428571428572,concrete
string,4.76,2.9553029359470124,2.94391704833979,2.0,concrete
diffuser,4.07,3.1893287943421993,3.1991642791754358,2.142857142857143,concrete
swampland,4.32,2.8271945532106395,2.8041918480249843,1.7142857142857144,concrete
stair,4.93,3.0987952340593092,3.100421171387823,2.142857142857143,concrete
widget,3.72,2.8271945532106395,2.8041918480249843,1.5714285714285714,concrete
tweed,4.81,2.9177281134935296,2.902934955812597,1.8571428571428572,concrete
germination,3.42,2.9177281134935296,2.902934955812597,1.7142857142857144,concrete
blowfish,4.69,3.008261673776419,3.00167806360021,2.0,concrete
crossbreed,3.04,2.8647693756641224,2.8451739405521765,1.8571428571428572,concrete
ox,4.86,4.00413083688821,4.0878522492639515,3.4285714285714284,concrete
playhouse,4.72,2.9177281134935296,2.902934955812597,1.8571428571428572,concrete
snuffbox,4.54,3.1893287943421993,3.1991642791754358,2.142857142857143,concrete
thingamabob,3.08,2.8271945532106395,2.8041918480249843,1.5714285714285714,concrete
sustenance,2.26,2.088909836334431,1.9989597644944752,1.7142857142857144,concrete
cufflink,4.86,3.1893287943421993,3.1991642791754358,2.142857142857143,concrete
calculus,2.26,2.7366609929277494,2.7054487402373715,1.8571428571428572,concrete
hub,3.59,2.8271945532106395,2.8041918480249843,1.5714285714285714,concrete
hibachi,4.14,3.2798623546250893,3.297907386963049,2.2857142857142856,concrete
room,4.79,2.4094084413427126,2.3485210564789583,2.0,concrete
bonbon,4.61,3.2798623546250893,3.297907386963049,2.2857142857142856,concrete
street,4.75,2.8761341333460875,2.857569249972457,2.142857142857143,concrete
alfalfa,4.69,3.3703959149079794,3.396650494750662,2.428571428571429,concrete
cogwheel,4.69,3.1363700565127925,3.1414032639150156,2.571428571428571,concrete
defibrillator,4.68,3.1893287943421993,3.1991642791754358,2.142857142857143,concrete
kazoo,4.85,3.2798623546250893,3.297907386963049,2.2857142857142856,concrete
armoire,4.52,3.2798623546250893,3.297907386963049,2.2857142857142856,concrete
firestorm,3.56,3.1893287943421993,3.1991642791754358,2.142857142857143,concrete
tempura,4.12,3.0987952340593092,3.100421171387823,2.0,concrete
margarine,4.58,3.2798623546250893,3.297907386963049,2.428571428571429,concrete
sandwich,4.9,2.8118106378437693,2.7874129252917563,2.142857142857143,concrete
chamber,4.59,2.6757839326920494,2.639051372215958,2.142857142857143,concrete
warthog,5.0,3.732530156039539,3.7916229259011134,3.0,concrete
burrito,5.0,2.9553029359470124,2.94391704833979,2.0,concrete
handset,4.38,3.2798623546250893,3.297907386963049,2.2857142857142856,concrete
playpen,4.76,3.1893287943421993,3.1991642791754358,2.142857142857143,concrete
goatee,4.89,3.3703959149079794,3.396650494750662,2.428571428571429,concrete
plumbing,4.24,3.0987952340593092,3.100421171387823,2.0,concrete
pavement,4.72,3.0987952340593092,3.100421171387823,2.142857142857143,concrete
effervescence,2.08,2.8271945532106395,2.8041918480249843,1.5714285714285714,concrete
doorbell,4.82,3.3703959149079794,3.396650494750662,2.571428571428571,concrete
pocketknife,4.93,3.3703959149079794,3.396650494750662,2.7142857142857144,concrete
membrane,3.97,2.8647693756641224,2.8451739405521765,1.8571428571428572,concrete
bog,4.08,2.7742358153812323,2.746430832764564,1.7142857142857144,concrete
teething,3.58,2.8271945532106395,2.8041918480249843,1.7142857142857144,concrete
scaffold,4.69,3.1893287943421993,3.1991642791754358,2.142857142857143,concrete
bumper,4.96,3.1893287943421993,3.1991642791754358,2.142857142857143,concrete
brickwork,4.48,3.008261673776419,3.00167806360021,2.0,concrete
dresser,4.96,3.008261673776419,3.00167806360021,2.142857142857143,concrete
entranceway,4.3,2.728742670512403,2.6968123874763785,2.0,concrete
hospice,3.93,3.0987952340593092,3.100421171387823,2.0,concrete
frame,4.3,3.0987952340593092,3.100421171387823,2.142857142857143,concrete
goblet,4.65,3.1893287943421993,3.1991642791754358,2.142857142857143,concrete
electromagnetism,3.0,3.2798623546250893,3.297907386963049,2.2857142857142856,concrete
flytrap,4.62,3.1893287943421993,3.1991642791754358,2.142857142857143,concrete
clam,4.89,3.057201253911867,3.055055465547683,2.428571428571429,concrete
saccharin,3.62,3.2798623546250893,3.297907386963049,2.2857142857142856,concrete
sickle,4.88,3.4609294751908695,3.495393602538275,2.571428571428571,concrete
bridle,4.27,3.3703959149079794,3.396650494750662,2.428571428571429,concrete
muck,3.77,2.6461274326448594,2.6067056324497586,1.4285714285714286,concrete
door,4.81,2.89528235300429,2.8784538226291225,2.2857142857142856,concrete
pie,4.92,2.6732476914755594,2.6362851456502403,2.0,concrete
spaghetti,5.0,3.1893287943421993,3.1991642791754358,2.142857142857143,concrete
newspaper,4.82,3.0696499374729243,3.0686329908144994,2.2857142857142856,concrete
allergen,3.93,2.7366609929277494,2.7054487402373715,1.5714285714285714,concrete
entanglement,2.76,3.0987952340593092,3.100421171387823,2.142857142857143,concrete
navel,4.71,2.9177281134935296,2.902934955812597,1.7142857142857144,concrete
serpent,4.97,2.841182888992737,2.819448640578843,2.571428571428571,concrete
grille,4.04,3.008261673776419,3.00167806360021,1.8571428571428572,concrete
terrycloth,4.55,3.0987952340593092,3.100421171387823,2.0,concrete
spoon,4.96,3.1601834977558143,3.1673760986021122,2.571428571428571,concrete
groundhog,4.93,3.641996595756649,3.6928798181135005,2.857142857142857,concrete
pillowcase,4.93,3.3703959149079794,3.396650494750662,2.428571428571429,concrete
powderpuff,4.35,3.0987952340593092,3.100421171387823,2.0,concrete
foliage,4.67,2.543889420548846,2.4951967177848413,2.0,concrete
holder,3.74,2.888582816907144,2.8711467752392736,2.142857142857143,concrete
sidewalk,4.96,3.1893287943421993,3.1991642791754358,2.142857142857143,concrete
postmodernism,2.1,3.1893287943421993,3.1991642791754358,2.142857142857143,concrete
baboon,4.92,3.5514630354737595,3.5941367103258877,3.0,concrete
axes,4.68,3.116236078832571,3.1194435450838425,2.571428571428571,concrete
midair,3.32,2.9177281134935296,2.902934955812597,1.7142857142857144,concrete
cataclysm,2.57,2.9177281134935296,2.902934955812597,1.8571428571428572,concrete
box,4.9,2.6015982206916037,2.558138529143207,2.0,concrete
searchlight,4.63,3.2798623546250893,3.297907386963049,2.2857142857142856,concrete
export,2.76,3.008261673776419,3.00167806360021,1.8571428571428572,concrete
replica,3.86,3.0987952340593092,3.100421171387823,2.142857142857143,concrete
supermarket,4.57,3.3703959149079794,3.396650494750662,2.571428571428571,concrete
porthole,4.31,3.2798623546250893,3.297907386963049,2.2857142857142856,concrete
bedroom,4.9,2.8647693756641224,2.8451739405521765,2.142857142857143,concrete
defroster,4.23,3.1893287943421993,3.1991642791754358,2.142857142857143,concrete
conch,4.52,3.2798623546250893,3.297907386963049,2.428571428571429,concrete
vanilla,4.68,3.4609294751908695,3.495393602538275,2.7142857142857144,concrete
motif,2.45,3.0987952340593092,3.100421171387823,2.0,concrete
candy,4.83,2.648184362060304,2.6089490834125497,2.142857142857143,concrete
bathtub,4.92,3.008261673776419,3.00167806360021,2.142857142857143,concrete
apparatus,3.78,2.5331481118727304,2.483481391478671,2.0,concrete
suction,3.96,3.0987952340593092,3.100421171387823,2.0,concrete
centrifuge,4.38,3.0458364962299025,3.0426601561274027,2.142857142857143,concrete
briar,4.44,3.4609294751908695,3.495393602538275,2.571428571428571,concrete
amperage,3.08,3.0987952340593092,3.100421171387823,2.0,concrete
accumulation,2.97,2.5555938723619693,2.5079625246621458,1.5714285714285714,concrete
trifle,2.69,3.1893287943421993,3.1991642791754358,2.2857142857142856,concrete
eraser,4.74,2.9177281134935296,2.902934955812597,2.0,concrete
buckskin,4.17,3.9135972766053198,3.989109141476339,3.2857142857142856,concrete
desensitization,2.14,2.8271945532106395,2.8041918480249843,1.5714285714285714,concrete
bird,5.0,2.3955138502014277,2.3333665092923304,2.2857142857142856,concrete
flipper,4.26,3.1893287943421993,3.1991642791754358,2.142857142857143,concrete
pressure,3.07,2.5931686948154526,2.5489446171893384,1.8571428571428572,concrete
mustache,4.9,3.0987952340593092,3.100421171387823,2.2857142857142856,concrete
earphone,4.74,3.1893287943421993,3.1991642791754358,2.428571428571429,concrete
deathtrap,3.29,3.008261673776419,3.00167806360021,1.8571428571428572,concrete
cottonwood,4.33,3.3703959149079794,3.396650494750662,2.7142857142857144,concrete
outpost,4.04,3.0987952340593092,3.100421171387823,2.0,concrete
barometer,4.57,3.0696499374729243,3.0686329908144994,2.2857142857142856,concrete
scrapbook,4.76,3.2798623546250893,3.297907386963049,2.2857142857142856,concrete
burlap,4.78,3.0987952340593092,3.100421171387823,2.0,concrete
bats,4.76,2.9758912178046435,2.9663722674685298,2.571428571428571,concrete
cougar,4.82,3.8230637163224293,3.8903660336887262,3.142857142857143,concrete
underpass,4.21,3.2798623546250893,3.297907386963049,2.2857142857142856,concrete
mantis,4.85,3.3703959149079794,3.396650494750662,2.571428571428571,concrete
lanyard,4.46,3.0987952340593092,3.100421171387823,2.0,concrete
reel,4.14,3.3703959149079794,3.396650494750662,2.428571428571429,concrete
dicer,3.58,3.2798623546250893,3.297907386963049,2.2857142857142856,concrete
barley,4.59,3.008261673776419,3.00167806360021,2.0,concrete
sham,3.07,3.1363700565127925,3.1414032639150156,2.2857142857142856,concrete
bear,4.88,3.2269036167956826,3.2401463717026284,2.7142857142857144,concrete
wiring,4.64,3.1893287943421993,3.1991642791754358,2.2857142857142856,concrete
cootie,2.71,3.4609294751908695,3.495393602538275,2.571428571428571,concrete
shellfish,4.53,2.5640233982381204,2.5171564366160144,1.8571428571428572,concrete
banana,5.0,3.0458364962299025,3.0426601561274027,2.2857142857142856,concrete
flyover,3.67,3.0987952340593092,3.100421171387823,2.0,concrete
instrument,4.27,2.2518219915967252,2.1766447296825855,2.0,concrete
ground,4.77,2.251622735541524,2.176427405167627,1.4285714285714286,concrete
route,3.88,2.457141989663733,2.40058306411354,1.7142857142857144,concrete
tree,5.0,2.375808531646289,2.3118743202274628,2.2857142857142856,concrete
deposit,3.92,2.8647693756641224,2.8451739405521765,1.8571428571428572,concrete
tarmac,4.8,3.008261673776419,3.00167806360021,1.8571428571428572,concrete
shop,4.31,2.766317492974939,2.7377944800035707,2.2857142857142856,concrete
firelight,4.43,3.4609294751908695,3.495393602538275,2.571428571428571,concrete
tape,4.9,2.707515696341364,2.673660559664048,1.8571428571428572,concrete
thistle,4.45,2.9023441981266593,2.886156033079369,2.2857142857142856,concrete
crowbar,4.87,3.1363700565127925,3.1414032639150156,2.2857142857142856,concrete
adornment,2.83,2.4392218330894258,2.381037914814594,1.8571428571428572,concrete
wire,4.72,3.025702518549681,3.0207004372962296,2.2857142857142856,concrete
pinecone,4.85,3.2798623546250893,3.297907386963049,2.2857142857142856,concrete
shooter,4.14,3.3703959149079794,3.396650494750662,2.428571428571429,concrete
monkey,4.9,3.0729567550696557,3.0722396693278844,2.7142857142857144,concrete
cargo,4.62,3.0987952340593092,3.100421171387823,2.0,concrete
reaction,2.41,2.4610411543941737,2.404835803561585,1.7142857142857144,concrete
cloth,4.9,2.179902491359967,2.098203597549559,1.7142857142857144,concrete
radar,4.57,3.0696499374729243,3.0686329908144994,2.2857142857142856,concrete
dipstick,3.81,3.3703959149079794,3.396650494750662,2.428571428571429,concrete
powder,4.76,2.8271945532106395,2.8041918480249843,1.5714285714285714,concrete
creepers,3.21,3.1893287943421993,3.1991642791754358,2.142857142857143,concrete
cabdriver,4.79,2.9177281134935296,2.902934955812597,1.7142857142857144,concrete
cage,5.0,2.979116377190034,2.9698898830268865,2.142857142857143,concrete
lobster,4.86,2.888582816907144,2.8711467752392736,2.0,concrete
sampler,3.72,3.1893287943421993,3.1991642791754358,2.142857142857143,concrete
lane,4.66,3.008261673776419,3.00167806360021,1.8571428571428572,concrete
bassoon,4.67,3.4079707373614623,3.437632587277854,2.7142857142857144,concrete
wand,4.73,3.1893287943421993,3.1991642791754358,2.142857142857143,concrete
wader,3.74,2.829251482626084,2.8064352989877754,2.571428571428571,concrete
simulator,3.89,3.0458364962299025,3.0426601561274027,2.142857142857143,concrete
python,4.96,3.4985042976443523,3.536375695065467,3.0,concrete
eyepiece,4.74,3.2798623546250893,3.297907386963049,2.2857142857142856,concrete
bison,4.68,3.6795714182101324,3.7338619106406927,3.142857142857143,concrete
birthplace,3.46,3.008261673776419,3.00167806360021,1.8571428571428572,concrete
guardroom,4.19,3.2798623546250893,3.297907386963049,2.2857142857142856,concrete
crosswind,3.61,3.2798623546250893,3.297907386963049,2.2857142857142856,concrete
